"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","17","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","secondCount","secondCount()",""
"passed","Sat May 25 20:27:07 GMT 2024","Sat May 25 20:27:07 GMT 2024","19","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","fourthCount","fourthCount()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","20","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","secondGet","secondGet()",""
"passed","Sat May 25 20:27:05 GMT 2024","Sat May 25 20:27:05 GMT 2024","24","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","firstCount","firstCount()",""
"passed","Sat May 25 20:27:02 GMT 2024","Sat May 25 20:27:04 GMT 2024","2083","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","emptyCount","emptyCount()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","240","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","insertWithoutFields","insertWithoutFields()",""
"passed","Sat May 25 20:27:05 GMT 2024","Sat May 25 20:27:06 GMT 2024","184","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","firstList","firstList()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","33","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","firstGet","firstGet()",""
"passed","Sat May 25 20:27:07 GMT 2024","Sat May 25 20:27:07 GMT 2024","31","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","deleteWithWrongId","deleteWithWrongId()",""
"passed","Sat May 25 20:27:07 GMT 2024","Sat May 25 20:27:07 GMT 2024","28","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","fourthList","fourthList()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","34","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","updateWithoutFields","updateWithoutFields()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:07 GMT 2024","29","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","thirdCount","thirdCount()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","283","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","firstInsert","firstInsert()",""
"passed","Sat May 25 20:27:07 GMT 2024","Sat May 25 20:27:07 GMT 2024","31","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","firstDelete","firstDelete()",""
"passed","Sat May 25 20:27:05 GMT 2024","Sat May 25 20:27:05 GMT 2024","820","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","emptyList","emptyList()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","31","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","getWithWrongId","getWithWrongId()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","96","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","secondList","secondList()",""
"passed","Sat May 25 20:27:07 GMT 2024","Sat May 25 20:27:07 GMT 2024","43","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","thirdList","thirdList()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","36","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","updateWithWrongId","updateWithWrongId()",""
"passed","Sat May 25 20:27:06 GMT 2024","Sat May 25 20:27:06 GMT 2024","83","","io.github.edufolly.GreetingResourceTest","","io.github.edufolly.GreetingResourceTest","firstUpdate","firstUpdate()",""
